rateMasterId,customerName,article,description,rate,stationName,ddCharges,customer,station,createdBy
5945,APOLLO TYRES LTD,9.00-16 TYRE,,64,DAUND,,UNKNOWN,UNKNOWN,System
5946,NAVANDAR ENTERPRISES,MEDICINE BOX,,19,AKLUJ,,UNKNOWN,UNKNOWN,System
5947,DREAMWALLS PAINT PVT.LTD,COLOUR BUCKET,,45,SOLAPUR,,UNKNOWN,UNKNOWN,System
5948,BANGA TYRES,9.00-16 TYRE,,80,RASHIN,,UNKNOWN,UNKNOWN,System
5949,APOLLO TYRES LTD,14.9-28 TYRE,,198,JEJURI,,UNKNOWN,UNKNOWN,System
5950,APOLLO TYRES LTD,3.00-10 TYRE,,24,JEJURI,,UNKNOWN,UNKNOWN,System
5951,NAVANDAR ENTERPRISES,MEDICINE BOX,,19,LONAND,,UNKNOWN,UNKNOWN,System
5952,SKYLEAD LOGISTICS PVT. LTD.,BOX,,24,DAUND,,UNKNOWN,UNKNOWN,System
5953,MAHALAXMI ENTERPRISES,BAG,,2,SOLAPUR,200,UNKNOWN,UNKNOWN,System
5954,MAHALAXMI ENTERPRISES,BARAL,,2,SOLAPUR,200,UNKNOWN,UNKNOWN,System
5955,ARV TRADELOGICS LLP,MEDICINE BOX,,19,PHALTAN,,UNKNOWN,UNKNOWN,System
5956,IRA DISTRIBUTION HOUSE,CAR TYRE,,60,KEGAON,,UNKNOWN,UNKNOWN,System
5957,SPHERE PHARMA,MEDICINE BOX,,70,SOLAPUR,,UNKNOWN,UNKNOWN,System
5958,SPHERE PHARMA,BOX,,70,SOLAPUR,,UNKNOWN,UNKNOWN,System
5959,J.K TYRE,215/75R15 TYRE,,80,PANDHARPUR,,UNKNOWN,UNKNOWN,System
5960,KORES (INDIA) LTD,BOX,,50,BARAMATI,,UNKNOWN,UNKNOWN,System
5961,ARIHANT PHARMACON,BOX,,60,BARAMATI,,UNKNOWN,UNKNOWN,System
5962,SMARTCHEM TECHNOLOGIES LIMITED,BAG,,1,LAWANG,400,UNKNOWN,UNKNOWN,System
5963,ARIHANT BIOFARMA,MEDICINE BOX,,45,BARAMATI,,UNKNOWN,UNKNOWN,System
5964,ESDEE PAINTS LTD.,BOX,,3.75,LONI-KALBHOR,,UNKNOWN,UNKNOWN,System
5965,PHARM DEAL,MEDICINE BOX,,80,MOHAL,,UNKNOWN,UNKNOWN,System
5966,PHARM DEAL,MEDICINE BOX,,80,MOHOL,,UNKNOWN,UNKNOWN,System
5967,CONCERN PHARMACEUTICALS,BOX,,50,VADGAON-NIMBALKAR,,UNKNOWN,UNKNOWN,System
5968,PHARM DEAL,MEDICINE BOX,,90,MODNIMB,,UNKNOWN,UNKNOWN,System
5969,VAISHNAVI PLYWOOD AND HARD,SANMIKE ROLL,,240,MANGALWEDHA,,UNKNOWN,UNKNOWN,System
5970,AICA LAMINATES,SANMIKE ROLL,,240,MANGALWEDHA,,UNKNOWN,UNKNOWN,System
5971,KAKADE AUTO SPARES PVT LTD,BOX,,60,PATAS,,UNKNOWN,UNKNOWN,System
5972,KAKADE AUTO SPARES PVT LTD,CK BOX,,17,PATAS,,UNKNOWN,UNKNOWN,System
5973,SAI AUTO MART,BOX,,60,PATAS,,UNKNOWN,UNKNOWN,System
5974,SAI AUTO MART,CK BOX,,17,PATAS,,UNKNOWN,UNKNOWN,System
5975,KAKADE AUTO SPARES PVT LTD,BOX,,60,BHIGWAN,,UNKNOWN,UNKNOWN,System
5976,KAKADE AUTO SPARES PVT LTD,CK BOX,,17,BHIGWAN,,UNKNOWN,UNKNOWN,System
5977,SAI AUTO MART,BOX,,60,BHIGWAN,,UNKNOWN,UNKNOWN,System
5978,SAI AUTO MART,CK BOX,,17,BHIGWAN,,UNKNOWN,UNKNOWN,System
5979,SAI AUTO MART,BOX,,60,SOLAPUR,,UNKNOWN,UNKNOWN,System
5980,PHARM DEAL,MEDICINE BOX,,90,MAHUD,,UNKNOWN,UNKNOWN,System
5981,SMARTCHEM TECHNOLOGIES LIMITED,BAG,,1,MALSHIRASH,,UNKNOWN,UNKNOWN,System
5982,SMARTCHEM TECHNOLOGIES LIMITED,BAG,,1.1,MANGALWEDHA,,UNKNOWN,UNKNOWN,System
5983,ESDEE PAINTS LTD.,BUCKET,,2.75,DAUND,,UNKNOWN,UNKNOWN,System
5984,ASHIRVAD PIPES PVT.LTD,PIPE BUNDAL,,100,INDAPUR,,UNKNOWN,UNKNOWN,System
5985,ASHIRVAD PIPES PVT.LTD,BOX,,70,INDAPUR,,UNKNOWN,UNKNOWN,System
5986,VETOQUINOL INDIA ANIMAL HEALTH PVT. LTD.,MEDICINE BOX,,30,TEMBHURNI,350,UNKNOWN,UNKNOWN,System
5987,VETOQUINOL INDIA ANIMAL HEALTH PVT. LTD.,MEDICINE BAG,,30,TEMBHURNI,350,UNKNOWN,UNKNOWN,System
5988,VETOQUINOL INDIA ANIMAL HEALTH PVT. LTD.,MEDICINE CAN,,30,TEMBHURNI,350,UNKNOWN,UNKNOWN,System
5989,APOLLO TYRES LTD,9.00-20 TYRE,,95,DAUND,,UNKNOWN,UNKNOWN,System
5990,APOLLO TYRES LTD,4.50-10 TYRE,,40,DAUND,,UNKNOWN,UNKNOWN,System
5991,KEMIN INDUSTRIES,MEDICINE BAG,,30,PHARANDWADI,350,UNKNOWN,UNKNOWN,System
5992,KAMTHE AUTOMOTIVE ( KATRAJ ),10.00-20 TYRE,,150,TANDULWADI,500,UNKNOWN,UNKNOWN,System
5993,KAMTHE AUTOMOTIVE ( KATRAJ ),11.00-20 TYRE,,150,TANDULWADI,500,UNKNOWN,UNKNOWN,System
5994,KAMTHE AUTOMOTIVE ( KATRAJ ),14.00-24 TYRE,,500,TANDULWADI,500,UNKNOWN,UNKNOWN,System
5995,CONCERN PHARMACEUTICALS,BOX,,50,SOMESHWAR,,UNKNOWN,UNKNOWN,System
5996,THE EXECUTIVE UNIMARKETING,MEDICINE BOX,,30,AKLUJ,,UNKNOWN,UNKNOWN,System
5997,TEXMO INDUSTRIES,PUMP MOTAR 3.0 HP,,100,AKLUJ,,UNKNOWN,UNKNOWN,System
5998,TEXMO INDUSTRIES,PUMP MOTAR 5.0 HP,,100,AKLUJ,,UNKNOWN,UNKNOWN,System
5999,TEXMO INDUSTRIES,PUMP MOTAR 7.5 HP,,100,AKLUJ,,UNKNOWN,UNKNOWN,System
6000,TEXMO INDUSTRIES,PUMP PETI 10.0 HP,,100,AKLUJ,,UNKNOWN,UNKNOWN,System
6001,TEXMO INDUSTRIES,PUMP PETI 12.5 HP,,150,AKLUJ,,UNKNOWN,UNKNOWN,System
6002,TEXMO INDUSTRIES,PUMP PETI 15.0 HP,,300,AKLUJ,,UNKNOWN,UNKNOWN,System
6003,TEXMO INDUSTRIES,PUMP PETI 20.0 HP,,300,AKLUJ,,UNKNOWN,UNKNOWN,System
6004,TEXMO INDUSTRIES,PUMP BOX,,50,AKLUJ,,UNKNOWN,UNKNOWN,System
6005,TEXMO INDUSTRIES,PUMP ROLL,,50,AKLUJ,,UNKNOWN,UNKNOWN,System
6006,TEXMO INDUSTRIES,PUMP PETI 25.0 HP,,400,AKLUJ,,UNKNOWN,UNKNOWN,System
6007,SHUBH MEDICROP,MEDICINE BOX,,60,KARJAT,,UNKNOWN,UNKNOWN,System
6008,PARTS COTTAGE,BOX,,70,INDAPUR,,UNKNOWN,UNKNOWN,System
6009,KAMTHE AUTOMOTIVE ( KATRAJ ),10.00-20 TYRE,,150,SANGOLA,350,UNKNOWN,UNKNOWN,System
6010,KAMTHE AUTOMOTIVE ( KATRAJ ),11.00-20 TYRE,,150,SANGOLA,350,UNKNOWN,UNKNOWN,System
6011,CONCERN PHARMACEUTICALS,BOX,,50,KUNJIRWADI,,UNKNOWN,UNKNOWN,System
6012,CONCERN PHARMACEUTICALS,BAG,,50,KUNJIRWADI,,UNKNOWN,UNKNOWN,System
6013,J.K TYRE,16.9-28 TYRE,,250,PANDHARPUR,,UNKNOWN,UNKNOWN,System
6014,ARIHANT MEDICO(PUNE),MEDICINE BOX,,35,LONAND,,UNKNOWN,UNKNOWN,System
6015,ARIHANT MEDICO,MEDICINE BOX,,50,NIRA,,UNKNOWN,UNKNOWN,System
6016,ARIHANT MEDICO(PUNE),MEDICINE BOX,,35,BARAMATI,,UNKNOWN,UNKNOWN,System
6017,ARIHANT MEDICO(PUNE),MEDICINE BOX,,35,PHALTAN,,UNKNOWN,UNKNOWN,System
6018,ARIHANT MEDICO,MEDICINE BOX,,50,SASWAD,,UNKNOWN,UNKNOWN,System
6019,ARIHANT MEDICO(PUNE),MEDICINE BOX,,35,SOMESHWAR,,UNKNOWN,UNKNOWN,System
6020,ARIHANT MEDICO,MEDICINE BOX,,50,VADGAON NIMBALKAR,,UNKNOWN,UNKNOWN,System
6021,ARIHANT MEDICO,MEDICINE BOX,,50,MALEGAON,,UNKNOWN,UNKNOWN,System
6022,ARIHANT MEDICO(PUNE),MEDICINE BOX,,35,JEJURI,,UNKNOWN,UNKNOWN,System
6023,ARIHANT MEDICO(PUNE),MEDICINE BOX,,35,MORGAON,,UNKNOWN,UNKNOWN,System
6024,ARIHANT MEDICO(PUNE),MEDICINE BOX,,35,SUPA,,UNKNOWN,UNKNOWN,System
6025,ARIHANT MEDICO(PUNE),MEDICINE BOX,,35,BHAVANI NAGAR,,UNKNOWN,UNKNOWN,System
6026,ARIHANT MEDICO(PUNE),MEDICINE BOX,,40,LASURNE,,UNKNOWN,UNKNOWN,System
6027,ARIHANT MEDICO(PUNE),MEDICINE BOX,,40,JUNCTION,,UNKNOWN,UNKNOWN,System
6028,ARIHANT MEDICO(PUNE),MEDICINE BOX,,50,NIMGAON KETKI,,UNKNOWN,UNKNOWN,System
6029,ARIHANT MEDICO(PUNE),MEDICINE BOX,,40,INDAPUR,,UNKNOWN,UNKNOWN,System
6030,ARIHANT MEDICO(PUNE),MAL,,,INDAPUR,,UNKNOWN,UNKNOWN,System
6031,ARIHANT MEDICO(PUNE),MEDICINE BOX,,45,MALAD,,UNKNOWN,UNKNOWN,System
6032,ARIHANT MEDICO(PUNE),MEDICINE BOX,,45,THEUR PHATA,,UNKNOWN,UNKNOWN,System
6033,ARIHANT MEDICO(PUNE),MEDICINE BOX,,40,PANDHARPUR,,UNKNOWN,UNKNOWN,System
6034,ARIHANT MEDICO(PUNE),MEDICINE BOX,,45,SANGOLA,,UNKNOWN,UNKNOWN,System
6035,ARIHANT MEDICO(PUNE),MEDICINE BOX,,45,MANGALVEDHA,,UNKNOWN,UNKNOWN,System
6036,ARIHANT MEDICO(PUNE),MEDICINE BOX,,45,MANGALWEDA,,UNKNOWN,UNKNOWN,System
6037,ARIHANT MEDICO(PUNE),MEDICINE BOX,,45,MANGALWEDHA,,UNKNOWN,UNKNOWN,System
6038,ARIHANT MEDICO(PUNE),MEDICINE BOX,,45,KARKAMBH,,UNKNOWN,UNKNOWN,System
6039,ARIHANT MEDICO(PUNE),MEDICINE BOX,,45,MAHUD,,UNKNOWN,UNKNOWN,System
6040,ARIHANT MEDICO(PUNE),MEDICINE BOX,,40,AKLUJ,,UNKNOWN,UNKNOWN,System
6041,ARIHANT MEDICO(PUNE),MEDICINE BOX,,40,NATEPUTE,,UNKNOWN,UNKNOWN,System
6042,ARIHANT MEDICO(PUNE),MEDICINE BOX,,40,TEMBHURNI,,UNKNOWN,UNKNOWN,System
6043,ARIHANT MEDICO(PUNE),MEDICINE BOX,,35,LONI-KALBHOR,,UNKNOWN,UNKNOWN,System
6044,ARIHANT MEDICO(PUNE),MEDICINE BOX,,45,KARJAT,,UNKNOWN,UNKNOWN,System
6045,ARIHANT MEDICO(PUNE),MEDICINE BOX,,55,SOLAPUR,,UNKNOWN,UNKNOWN,System
6046,ARIHANT MEDICO(PUNE),MEDICINE BOX,,35,KEDGAON,,UNKNOWN,UNKNOWN,System
6047,ARIHANT MEDICO(PUNE),MEDICINE BOX,,45,KARMALA,,UNKNOWN,UNKNOWN,System
6048,ARIHANT MEDICO(PUNE),MEDICINE BOX,,45,MODNIMB,,UNKNOWN,UNKNOWN,System
6049,ARIHANT MEDICO(PUNE),MEDICINE BOX,,40,PATAS,,UNKNOWN,UNKNOWN,System
6050,ARIHANT MEDICO(PUNE),MEDICINE BOX,,40,SHRIGONDA,,UNKNOWN,UNKNOWN,System
6051,ARIHANT MEDICO(PUNE),MEDICINE BOX,,40,KASHTI,,UNKNOWN,UNKNOWN,System
6052,ARIHANT MEDICO(PUNE),MEDICINE BOX,,50,DHOKRAI PHATA,,UNKNOWN,UNKNOWN,System
6053,ARIHANT MEDICO(PUNE),MEDICINE BOX,,35,BHIGWAN,,UNKNOWN,UNKNOWN,System
6054,ARIHANT MEDICO(PUNE),MEDICINE BOX,,45,RASHIN,,UNKNOWN,UNKNOWN,System
6055,ARIHANT MEDICO(PUNE),MEDICINE BOX,,35,URULI KANCHAN,,UNKNOWN,UNKNOWN,System
6056,ARIHANT MEDICO(PUNE),MEDICINE BOX,,35,YAVAT,,UNKNOWN,UNKNOWN,System
6057,ARIHANT MEDICO(PUNE),MEDICINE BOX,,40,DAUND,,UNKNOWN,UNKNOWN,System
6058,ARIHANT MEDICO(PUNE),MEDICINE BOX,,40,JEUR,,UNKNOWN,UNKNOWN,System
6059,ARIHANT MEDICO(PUNE),MEDICINE BOX,,45,MOHAL,,UNKNOWN,UNKNOWN,System
6060,APOLLO TYRES LTD,9.5-24 TYRE,,198,PHALTAN,,UNKNOWN,UNKNOWN,System
6061,SMARTCHEM TECHNOLOGIES LIMITED,BAG,,0.9,ANTHURNE,,UNKNOWN,UNKNOWN,System
6062,SMARTCHEM TECHNOLOGIES LIMITED,BAG,,1,SADASHIVNAGAR,,UNKNOWN,UNKNOWN,System
6063,SAR DISTRIBUTION HOUSE PVT LTD,6.50-16 TYRE,,100,WAGHOLI,,UNKNOWN,UNKNOWN,System
6064,SMARTCHEM TECHNOLOGIES LIMITED,BAG,,1,VELAPUR,,UNKNOWN,UNKNOWN,System
6065,NEOLINE PHARMA,MEDICINE BOX,,60,WAFALE,250,UNKNOWN,UNKNOWN,System
6066,ARIHANT MEDICO(PUNE),MEDICINE BOX,,50,SANSAR,,UNKNOWN,UNKNOWN,System
6067,PARTS COTTAGE,BOX,,70,SOMESHWAR NAGAR,,UNKNOWN,UNKNOWN,System
6068,KFL TRADELINKS,BOX,,60,BHIGWAN,,UNKNOWN,UNKNOWN,System
6069,S.V TRADING,BARAL,,2,BARAMATI,200,UNKNOWN,UNKNOWN,System
6070,S.V TRADING,BAG,,2,BARAMATI,200,UNKNOWN,UNKNOWN,System
6071,APOLLO TYRES LTD,8.25-20 TYRE,,95,DAUND,,UNKNOWN,UNKNOWN,System
6072,APOLLO TYRES LTD,7.50-16 TYRE,,64,DAUND,,UNKNOWN,UNKNOWN,System
6073,INDUCARE PHARMA PVT.LTD,MEDICINE BOX,,60,DAUND,,UNKNOWN,UNKNOWN,System
6074,CONCERN PHARMACEUTICALS,BOX,,50,KALAJ,,UNKNOWN,UNKNOWN,System
6075,ARIHANT MEDICO(PUNE),MEDICINE BOX,,55,MALINAGAR,,UNKNOWN,UNKNOWN,System
6076,SAI ARIHANT SALES CORPORATION,BOX,,80,NATEPUTE,,UNKNOWN,UNKNOWN,System
6077,AYUGEN PHARMA,MEDICINE BOX,,70,KHANOTA,350,UNKNOWN,UNKNOWN,System
6078,NATURAL REMEDIES PVT LTD,MEDICINE BAG,,30,NAIGAON,350,UNKNOWN,UNKNOWN,System
6079,NATURAL REMEDIES PVT LTD,MEDICINE BOX,,30,NAIGAON,350,UNKNOWN,UNKNOWN,System
6080,BRITISH PAINTS,COLOUR DRUM,,35,MOHAL,,UNKNOWN,UNKNOWN,System
6081,BRITISH PAINTS,COLOUR BAG,,80,MOHAL,,UNKNOWN,UNKNOWN,System
6082,SAI ARIHANT SALES CORPORATION,BOX,,90,MODNIMB,,UNKNOWN,UNKNOWN,System
6083,KAMTHE AUTOMOTIVE ( KATRAJ ),10-16.50 TYRE,,150,BARAMATI,,UNKNOWN,UNKNOWN,System
6084,KAMTHE AUTOMOTIVE ( KATRAJ ),10-16.5 TYRE,,150,BARAMATI,,UNKNOWN,UNKNOWN,System
6085,SAI AUTO MART,BOX,,60,DAUND,,UNKNOWN,UNKNOWN,System
6086,SAI AUTO MART,BOX,,60,SANGOLA,,UNKNOWN,UNKNOWN,System
6087,APOLLO TYRES LTD,4.00-8 760 TYRE,,40,DAUND,,UNKNOWN,UNKNOWN,System
6088,SMARTCHEM TECHNOLOGIES LIMITED,BAG,,0.9,SASWAD,,UNKNOWN,UNKNOWN,System
6089,ESDEE PAINTS LTD.,BUCKET,,3.75,LONI-KALBHOR,,UNKNOWN,UNKNOWN,System
6090,PROVIMI ANIMAL NUTRITION INDIA PVT.LTD.,MEDICINE BOX,,20,LONI KALBHOR,,UNKNOWN,UNKNOWN,System
6091,SAR DISTRIBUTION HOUSE PVT LTD,11.2-24 TYRE,,200,YAVAT,,UNKNOWN,UNKNOWN,System
6092,SAR DISTRIBUTION HOUSE PVT LTD,11.2-24 TYRE,,200,YAWAT,,UNKNOWN,UNKNOWN,System
6093,SMARTCHEM TECHNOLOGIES LIMITED,BAG,,0.9,MEKHALI,700,UNKNOWN,UNKNOWN,System
6094,SMARTCHEM TECHNOLOGIES LIMITED,BAG,,1.1,KARKAMBH,,UNKNOWN,UNKNOWN,System
6095,SMARTCHEM TECHNOLOGIES LIMITED,BAG,,0.9,KUNJIRWADI,,UNKNOWN,UNKNOWN,System
6096,SMARTCHEM TECHNOLOGIES LIMITED,BAG,,1.1,Javala,700,UNKNOWN,UNKNOWN,System
6097,ARV TRADELOGICS LLP,MEDICINE BOX,,19,KARMALA,,UNKNOWN,UNKNOWN,System
6098,NAVANDAR ENTERPRISES,MEDICINE BOX,,19,BARAMATI,,UNKNOWN,UNKNOWN,System
6099,KAKADE AUTO SPARES PVT LTD,BOX,,60,PHALTAN,,UNKNOWN,UNKNOWN,System
6100,KORES (INDIA) LTD,BOX,,50,SASWAD,,UNKNOWN,UNKNOWN,System
6101,NEOLINE PHARMA,BOX,,50,NATEPUTE,200,UNKNOWN,UNKNOWN,System
6102,AKZO NOBEL INDIA LIMITED,COLOUR BOX,,47,URULI-KANCHAN,,UNKNOWN,UNKNOWN,System
6103,AKZO NOBEL INDIA LIMITED,COLOUR DRUM,,47,URULI-KANCHAN,,UNKNOWN,UNKNOWN,System
6104,ARV TRADELOGICS LLP,MEDICINE BOX,,19,BARAMATI,,UNKNOWN,UNKNOWN,System
6105,BANGA TYRES,8.3-20 TYRE,,100,NIMGAON KETKI,,UNKNOWN,UNKNOWN,System
6106,INDIAN IMMUNOLOGICALS LIMITED,MEDICINE BOX,,30,RASHIN,350,UNKNOWN,UNKNOWN,System
6107,BRITISH PAINTS,COLOUR BOX,,35,MODNIMB,,UNKNOWN,UNKNOWN,System
6108,BRITISH PAINTS,COLOUR BUCKET,,35,MODNIMB,,UNKNOWN,UNKNOWN,System
6109,BRITISH PAINTS,COLOUR BAG,,80,MODNIMB,,UNKNOWN,UNKNOWN,System
6110,APOLLO TYRES LTD,13.6-28 TYRE,,198,DAUND,,UNKNOWN,UNKNOWN,System
6111,ROHIT ENTERPRISES,MEDICINE BOX,,70,SHRIGONDA,,UNKNOWN,UNKNOWN,System
6114,SAR DISTRIBUTION HOUSE PVT LTD,14.9-28 TYRE,,350,PARGAON,350,UNKNOWN,UNKNOWN,System
6115,SAR DISTRIBUTION HOUSE PVT LTD,6.00-16 TYRE,,100,PARGAON,350,UNKNOWN,UNKNOWN,System
6116,SAR DISTRIBUTION HOUSE PVT LTD,16.9-28 TYRE,,350,PARGAON,350,UNKNOWN,UNKNOWN,System
6117,SAR DISTRIBUTION HOUSE PVT LTD,7.50-16 TYRE,,100,PARGAON,350,UNKNOWN,UNKNOWN,System
6118,DREAMWALLS PAINT PVT.LTD,COLOUR BUCKET,,30,YAVAT,,UNKNOWN,UNKNOWN,System
6119,DREAMWALLS PAINT PVT.LTD,JOD BOX,,65,YAVAT,,UNKNOWN,UNKNOWN,System
6120,DREAMWALLS PAINT PVT.LTD,COLOUR BOX,,30,YAVAT,,UNKNOWN,UNKNOWN,System
6121,DREAMWALLS PAINT PVT.LTD,BUNDAL,,65,YAVAT,,UNKNOWN,UNKNOWN,System
6122,SAR DISTRIBUTION HOUSE PVT LTD,13.6-28 TYRE,,325,PARGAON,350,UNKNOWN,UNKNOWN,System
6123,ARIHANT MEDICO(PUNE),MEDICINE BOX,,35,NIMBUT,,UNKNOWN,UNKNOWN,System
6124,ARIHANT MEDICO(PUNE),MEDICINE BOX,,35,SASWAD,,UNKNOWN,UNKNOWN,System
6125,SAR DISTRIBUTION HOUSE PVT LTD,9.00-16 TYRE,,100,PARGAON,350,UNKNOWN,UNKNOWN,System
6126,APOLLO TYRES LTD,155 R13 TYRE,,40,DAUND,,UNKNOWN,UNKNOWN,System
6127,APOLLO TYRES LTD,165/65R14 TYRE,,40,DAUND,,UNKNOWN,UNKNOWN,System
6128,APOLLO TYRES LTD,155/80D12 TYRE,,40,DAUND,,UNKNOWN,UNKNOWN,System
6129,APOLLO TYRES LTD,8.25-16 TYRE,,64,DAUND,,UNKNOWN,UNKNOWN,System
6130,PASHU SEVA AUSHADHALAY,MEDICINE BOX,,50,JEJURI,,UNKNOWN,UNKNOWN,System
6131,SAMARTH SPARES,BOX,,30,YAVAT,,UNKNOWN,UNKNOWN,System
6132,KISAN TYRE PANDHARPUR,CAR TYRE,,80,PUNE,,UNKNOWN,UNKNOWN,System
6133,PRATS ENTERPRISES PVT LTD,10.00-20 TYRE,,100,PATAS,,UNKNOWN,UNKNOWN,System
6134,SELF,DARVAJA BUNDAL,,170,MAHUD,,UNKNOWN,UNKNOWN,System
6135,NUTRICO HEALTH CARE,MEDICINE BOX,,50,PIMPALNER,350,UNKNOWN,UNKNOWN,System
6136,NUTRICO HEALTH CARE,MEDICINE BAG,,50,PIMPALNER,350,UNKNOWN,UNKNOWN,System
6137,MERINO INDUSTRIES LTD,SANMIKE ROLL,,150,PANDHARPUR,,UNKNOWN,UNKNOWN,System
6138,SMART LABORATORIES P.L,MEDICINE BOX,,30,BARAMATI,,UNKNOWN,UNKNOWN,System
6139,ULTRA  MILE,CAR TYRE,,50,KARJAT,,UNKNOWN,UNKNOWN,System
6140,ULTRA  MILE,10.00-20 TYRE,,130,KARJAT,,UNKNOWN,UNKNOWN,System
6141,SAR DISTRIBUTION HOUSE PVT LTD,12.4-28 TYRE,,325,PATAS,,UNKNOWN,UNKNOWN,System
6142,SHALIMAR PAINTS LIMITED,COLOUR BUCKET,,40,DAUND,,UNKNOWN,UNKNOWN,System
6143,SHALIMAR PAINTS LIMITED,COLOUR BOX,,40,DAUND,,UNKNOWN,UNKNOWN,System
6144,SHALIMAR PAINTS LIMITED,COLOUR BAG,,40,DAUND,,UNKNOWN,UNKNOWN,System
6145,SHALIMAR PAINTS LIMITED,COLOUR DRUM,,40,DAUND,,UNKNOWN,UNKNOWN,System
6146,VIRBAC ANIMAL HEALTH INDIA P.L,BOX,,35,GULUNCHE,,UNKNOWN,UNKNOWN,System
6147,ARIHANT MEDICO(PUNE),MEDICINE BOX,,35,CHAUFULA,,UNKNOWN,UNKNOWN,System
6148,ARIHANT MEDICO(PUNE),MEDICINE BOX,,35,CHAUPHULA,,UNKNOWN,UNKNOWN,System
6149,PASHU SEVA AUSHADHALAY,MEDICINE BOX,,60,KALAJ,,UNKNOWN,UNKNOWN,System
6150,SAR DISTRIBUTION HOUSE PVT LTD,7.50-16 TYRE,,100,VELAPUR,,UNKNOWN,UNKNOWN,System
6151,SAR DISTRIBUTION HOUSE PVT LTD,9.00-16 TYRE,,100,VELAPUR,,UNKNOWN,UNKNOWN,System
6152,HAWKINS COOKERS LIMITED,BOX,,100,SANGOLA,,UNKNOWN,UNKNOWN,System
6153,SAR DISTRIBUTION HOUSE PVT LTD,7.50-16 TYRE,,100,KARJAT,,UNKNOWN,UNKNOWN,System
6154,ULTRA  MILE,10.00-20 TYRE,,150,SANGAVI,,UNKNOWN,UNKNOWN,System
6155,PROVIMI ANIMAL NUTRITION INDIA PVT.LTD.,MEDICINE BOX,,20,LONI KALBHOR,,UNKNOWN,UNKNOWN,System
6156,SAR DISTRIBUTION HOUSE PVT LTD,6.50-20 TYRE,,100,PATAS,,UNKNOWN,UNKNOWN,System
6157,PAREKH IMPERIAL(VINI),BOX,,50,KARJAT,,UNKNOWN,UNKNOWN,System
6158,ALEMBIC PHARMACEUTICAL LIMITED,MEDICINE BOX,,50,KURDUWADI,350,UNKNOWN,UNKNOWN,System
6159,JAGSONAPAL PHARMACEUTICAL LTD,MEDICINE BOX,,60,RASHIN,,UNKNOWN,UNKNOWN,System
6160,APOLLO TYRES LTD,295/95 D20 TYRE,,158,BHOR,,UNKNOWN,UNKNOWN,System
6161,APOLLO TYRES LTD,295/95 D20 TYRE,,95,PHALTAN,,UNKNOWN,UNKNOWN,System
6162,APOLLO TYRES LTD,295/95 D20 TYRE,,95,NIRA,,UNKNOWN,UNKNOWN,System
6163,APOLLO TYRES LTD,295/95 D20 TYRE,,95,INDAPUR,,UNKNOWN,UNKNOWN,System
6164,APOLLO TYRES LTD,295/95 D20 TYRE,,95,BHIGWAN,,UNKNOWN,UNKNOWN,System
6165,APOLLO TYRES LTD,295/95 D20 TYRE,,95,JEJURI,,UNKNOWN,UNKNOWN,System
6166,BRITISH PAINTS,COLOUR BAG,,80,PANDHARPUR,,UNKNOWN,UNKNOWN,System
6167,BRITISH PAINTS,COLOUR BOX,,35,PANDHARPUR,,UNKNOWN,UNKNOWN,System
6168,BRITISH PAINTS,COLOUR BUCKET,,35,PANDHARPUR,,UNKNOWN,UNKNOWN,System
6169,BRITISH PAINTS,COLOUR DRUM,,35,PANDHARPUR,,UNKNOWN,UNKNOWN,System
6170,BRITISH PAINTS,COLOUR TIN,,35,PANDHARPUR,,UNKNOWN,UNKNOWN,System
6171,ESDEE PAINTS LTD.,BOX,,4,MOHOL,,UNKNOWN,UNKNOWN,System
6172,ESDEE PAINTS LTD.,BUCKET,,4,MOHOL,,UNKNOWN,UNKNOWN,System
6173,APOLLO TYRES LTD,6.00-16 TYRE,,40,DAUND,,UNKNOWN,UNKNOWN,System
6174,SHALIMAR PAINTS LIMITED,COLOUR BOX,,50,KURKUMBH,,UNKNOWN,UNKNOWN,System
6175,SHALIMAR PAINTS LIMITED,COLOUR BAG,,50,KURKUMBH,,UNKNOWN,UNKNOWN,System
6176,SHALIMAR PAINTS LIMITED,COLOUR BUCKET,,50,KURKUMBH,,UNKNOWN,UNKNOWN,System
6177,SHALIMAR PAINTS LIMITED,COLOUR DRUM,,50,KURKUMBH,,UNKNOWN,UNKNOWN,System
6178,SHALIMAR PAINTS LIMITED,COLOUR TIN,,50,KURKUMBH,,UNKNOWN,UNKNOWN,System
6179,SHALIMAR PAINTS LIMITED,COLOUR BAG,,50,KURDUWADI,350,UNKNOWN,UNKNOWN,System
6180,SHALIMAR PAINTS LIMITED,COLOUR BOX,,50,KURDUWADI,350,UNKNOWN,UNKNOWN,System
6181,SHALIMAR PAINTS LIMITED,COLOUR BUCKET,,50,KURDUWADI,350,UNKNOWN,UNKNOWN,System
6182,SHALIMAR PAINTS LIMITED,COLOUR TIN,,50,KURDUWADI,350,UNKNOWN,UNKNOWN,System
6183,SHALIMAR PAINTS LIMITED,COLOUR DRUM,,50,KURDUWADI,350,UNKNOWN,UNKNOWN,System
6184,SHALIMAR PAINTS LIMITED,COLOUR TIN,,50,KURDUWADI,350,UNKNOWN,UNKNOWN,System
6185,PHARM DEAL,MEDICINE BOX,,110,PILIV,,UNKNOWN,UNKNOWN,System
